content,tokenized_text,stemmed_text,filtered_text,tokenized_stemmed_text
terima kasih pizza hut biar pun saya  jarang pesanan tapi dengan  ada nya phd dekat dengan  rumah saya  sangat terbantu juga disaat kita lagi  ingin  pizza,"['terima', 'kasih', 'pizza', 'hut', 'biar', 'pun', 'saya', 'jarang', 'pesanan', 'tapi', 'dengan', 'ada', 'nya', 'phd', 'dekat', 'dengan', 'rumah', 'saya', 'sangat', 'terbantu', 'juga', 'disaat', 'kita', 'lagi', 'ingin', 'pizza']",terima kasih pizza hut biar pun saya jarang pesan tapi dengan ada nya phd dekat dengan rumah saya sangat bantu juga saat kita lagi ingin pizza,terima kasih pizza hut biar jarang pesan phd dekat rumah sangat bantu pizza,"['terima', 'kasih', 'pizza', 'hut', 'biar', 'jarang', 'pesan', 'phd', 'dekat', 'rumah', 'sangat', 'bantu', 'pizza']"
menu nya harus lebih banyak lagi dan pegawai nya lebih ke kreatif rasa pizza nya terima kasih,"['menu', 'nya', 'harus', 'lebih', 'banyak', 'lagi', 'dan', 'pegawai', 'nya', 'lebih', 'ke', 'kreatif', 'rasa', 'pizza', 'nya', 'terima', 'kasih']",menu nya harus lebih banyak lagi dan pegawai nya lebih ke kreatif rasa pizza nya terima kasih,menu lebih banyak pegawai lebih kreatif rasa pizza terima kasih,"['menu', 'lebih', 'banyak', 'pegawai', 'lebih', 'kreatif', 'rasa', 'pizza', 'terima', 'kasih']"
pengiriman kode otp nya kenapa selalu lama ya,"['pengiriman', 'kode', 'otp', 'nya', 'kenapa', 'selalu', 'lama', 'ya']",kirim kode otp nya kenapa selalu lama ya,kirim kode otp selalu lama,"['kirim', 'kode', 'otp', 'selalu', 'lama']"
memudahkan pelanggan untuk  membeli pizza,"['memudahkan', 'pelanggan', 'untuk', 'membeli', 'pizza']",mudah langgan untuk beli pizza,mudah langgan beli pizza,"['mudah', 'langgan', 'beli', 'pizza']"
tidak bisa delivery ke rumah saya,"['tidak', 'bisa', 'delivery', 'ke', 'rumah', 'saya']",tidak bisa delivery ke rumah saya,delivery rumah,"['delivery', 'rumah']"
pertama kali pengguna aplikasi pizza hutok punya,"['pertama', 'kali', 'pengguna', 'aplikasi', 'pizza', 'hutok', 'punya']",pertama kali guna aplikasi pizza hutok punya,pertama kali aplikasi pizza hutok punya,"['pertama', 'kali', 'aplikasi', 'pizza', 'hutok', 'punya']"
sangat membantu dalam pemesanan,"['sangat', 'membantu', 'dalam', 'pemesanan']",sangat bantu dalam mesan,sangat bantu mesan,"['sangat', 'bantu', 'mesan']"
sumpah sejak update pusing jadinya tidak bisa log in lagi kenapa tidak dibuat gampang sih misal login pakai  no hp saja  tidak usah pakai  email dan kalau lupa password tidak ribet nunggu otp ini malah sulit sekali kalau mau log ini lupa password,"['sumpah', 'sejak', 'update', 'pusing', 'jadinya', 'tidak', 'bisa', 'log', 'in', 'lagi', 'kenapa', 'tidak', 'dibuat', 'gampang', 'sih', 'misal', 'login', 'pakai', 'no', 'hp', 'saja', 'tidak', 'usah', 'pakai', 'email', 'dan', 'kalau', 'lupa', 'password', 'tidak', 'ribet', 'nunggu', 'otp', 'ini', 'malah', 'sulit', 'sekali', 'kalau', 'mau', 'log', 'ini', 'lupa', 'password']",sumpah sejak update pusing jadi tidak bisa log in lagi kenapa tidak buat gampang sih misal login pakai no hp saja tidak usah pakai email dan kalau lupa password tidak ribet nunggu otp ini malah sulit sekali kalau mau log ini lupa password,sumpah sejak update pusing log in gampang sih misal login pakai hp usah pakai email lupa password ribet nunggu otp malah sulit sekali mau log lupa password,"['sumpah', 'sejak', 'update', 'pusing', 'log', 'in', 'gampang', 'sih', 'misal', 'login', 'pakai', 'hp', 'usah', 'pakai', 'email', 'lupa', 'password', 'ribet', 'nunggu', 'otp', 'malah', 'sulit', 'sekali', 'mau', 'log', 'lupa', 'password']"
otp tidak masuk masuk,"['otp', 'tidak', 'masuk', 'masuk']",otp tidak masuk masuk,otp masuk masuk,"['otp', 'masuk', 'masuk']"
sangat membantu pelayanan cepat santai tunggu dirumah,"['sangat', 'membantu', 'pelayanan', 'cepat', 'santai', 'tunggu', 'dirumah']",sangat bantu layan cepat santai tunggu rumah,sangat bantu layan cepat santai tunggu rumah,"['sangat', 'bantu', 'layan', 'cepat', 'santai', 'tunggu', 'rumah']"
mohon sertakan nomor pengantar supaya bisa kasih info alamat jelas,"['mohon', 'sertakan', 'nomor', 'pengantar', 'supaya', 'bisa', 'kasih', 'info', 'alamat', 'jelas']",mohon serta nomor antar supaya bisa kasih info alamat jelas,mohon nomor antar kasih info alamat jelas,"['mohon', 'nomor', 'antar', 'kasih', 'info', 'alamat', 'jelas']"
kak kalau  misal memang ada kendala payment via gopay mohon ditiadakan saja kak ini orderan saya status masih pending credit card payment karena pilih go pay buat bayar,"['kak', 'kalau', 'misal', 'memang', 'ada', 'kendala', 'payment', 'via', 'gopay', 'mohon', 'ditiadakan', 'saja', 'kak', 'ini', 'orderan', 'saya', 'status', 'masih', 'pending', 'credit', 'card', 'payment', 'karena', 'pilih', 'go', 'pay', 'buat', 'bayar']",kak kalau misal memang ada kendala payment via gopay mohon tiada saja kak ini order saya status masih pending credit card payment karena pilih go pay buat bayar,kak misal memang kendala payment via gopay mohon tiada kak order status pending credit card payment pilih go pay bayar,"['kak', 'misal', 'memang', 'kendala', 'payment', 'via', 'gopay', 'mohon', 'tiada', 'kak', 'order', 'status', 'pending', 'credit', 'card', 'payment', 'pilih', 'go', 'pay', 'bayar']"
setelah di update tidak bisa login karena  otpnya tidak masuk sudah dicoba hari tapi masih tidak bisa,"['setelah', 'di', 'update', 'tidak', 'bisa', 'login', 'karena', 'otpnya', 'tidak', 'masuk', 'sudah', 'dicoba', 'hari', 'tapi', 'masih', 'tidak', 'bisa']",telah di update tidak bisa login karena otpnya tidak masuk sudah coba hari tapi masih tidak bisa,update login otpnya masuk coba hari,"['update', 'login', 'otpnya', 'masuk', 'coba', 'hari']"
sangat membantu delivery sangat cepat,"['sangat', 'membantu', 'delivery', 'sangat', 'cepat']",sangat bantu delivery sangat cepat,sangat bantu delivery sangat cepat,"['sangat', 'bantu', 'delivery', 'sangat', 'cepat']"
aplikasi minus parah susah buat daftar,"['aplikasi', 'minus', 'parah', 'susah', 'buat', 'daftar']",aplikasi minus parah susah buat daftar,aplikasi minus parah susah daftar,"['aplikasi', 'minus', 'parah', 'susah', 'daftar']"
karena sering pesan  disni makanya saya kasih rate bagus hanya  voucher sering tidak  bisa kepake padahal memenuhi segala aspek,"['karena', 'sering', 'pesan', 'disni', 'makanya', 'saya', 'kasih', 'rate', 'bagus', 'hanya', 'voucher', 'sering', 'tidak', 'bisa', 'kepake', 'padahal', 'memenuhi', 'segala', 'aspek']",karena sering pesan disni makanya saya kasih rate bagus hanya voucher sering tidak bisa kepake padahal penuh segala aspek,sering pesan disni makanya kasih rate bagus voucher sering kepake padahal penuh segala aspek,"['sering', 'pesan', 'disni', 'makanya', 'kasih', 'rate', 'bagus', 'voucher', 'sering', 'kepake', 'padahal', 'penuh', 'segala', 'aspek']"
good apps,"['good', 'apps']",good apps,good apps,"['good', 'apps']"
aplikasi yang  sangat nyebelinmau log in saja  susahminta kode otp segala tapi bukan ada dkirimnyaburuk sangat  aplikasi nya,"['aplikasi', 'yang', 'sangat', 'nyebelinmau', 'log', 'in', 'saja', 'susahminta', 'kode', 'otp', 'segala', 'tapi', 'bukan', 'ada', 'dkirimnyaburuk', 'sangat', 'aplikasi', 'nya']",aplikasi yang sangat nyebelinmau log in saja susahminta kode otp segala tapi bukan ada dkirimnyaburuk sangat aplikasi nya,aplikasi sangat nyebelinmau log in susahminta kode otp segala bukan dkirimnyaburuk sangat aplikasi,"['aplikasi', 'sangat', 'nyebelinmau', 'log', 'in', 'susahminta', 'kode', 'otp', 'segala', 'bukan', 'dkirimnyaburuk', 'sangat', 'aplikasi']"
tidak jelas promo pengguna baru bagaimana  nech pas buka apldisuruh update terus ,"['tidak', 'jelas', 'promo', 'pengguna', 'baru', 'bagaimana', 'nech', 'pas', 'buka', 'apldisuruh', 'update', 'terus']",tidak jelas promo guna baru bagaimana nech pas buka apldisuruh update terus,jelas promo baru bagaimana nech pas buka apldisuruh update terus,"['jelas', 'promo', 'baru', 'bagaimana', 'nech', 'pas', 'buka', 'apldisuruh', 'update', 'terus']"
aplikasinya bagus namun sayang sekali rupanya wilayah saya belum terjangkau,"['aplikasinya', 'bagus', 'namun', 'sayang', 'sekali', 'rupanya', 'wilayah', 'saya', 'belum', 'terjangkau']",aplikasi bagus namun sayang sekali rupa wilayah saya belum jangkau,aplikasi bagus sayang sekali rupa wilayah jangkau,"['aplikasi', 'bagus', 'sayang', 'sekali', 'rupa', 'wilayah', 'jangkau']"
sekarang deliverynya tidak bisa lewat pizza hut ya harus lewat phd rotinya enak ph tebal kalau phd tipis,"['sekarang', 'deliverynya', 'tidak', 'bisa', 'lewat', 'pizza', 'hut', 'ya', 'harus', 'lewat', 'phd', 'rotinya', 'enak', 'ph', 'tebal', 'kalau', 'phd', 'tipis']",sekarang deliverynya tidak bisa lewat pizza hut ya harus lewat phd roti enak ph tebal kalau phd tipis,sekarang deliverynya lewat pizza hut lewat phd roti enak ph tebal phd tipis,"['sekarang', 'deliverynya', 'lewat', 'pizza', 'hut', 'lewat', 'phd', 'roti', 'enak', 'ph', 'tebal', 'phd', 'tipis']"
seharusnya hadiah survei itu berganti ganti jangan terus menerus coca cola sangat membosankan bagi yang  ke pizza hut sebulan x kemudian pertanyaan surveinya perlu diperbaiki,"['seharusnya', 'hadiah', 'survei', 'itu', 'berganti', 'ganti', 'jangan', 'terus', 'menerus', 'coca', 'cola', 'sangat', 'membosankan', 'bagi', 'yang', 'ke', 'pizza', 'hut', 'sebulan', 'x', 'kemudian', 'pertanyaan', 'surveinya', 'perlu', 'diperbaiki']",harus hadiah survei itu ganti ganti jangan terus terus coca cola sangat bosan bagi yang ke pizza hut bulan x kemudian tanya survei perlu baik,hadiah survei ganti ganti jangan terus terus coca cola sangat bosan pizza hut bulan x kemudian tanya survei perlu baik,"['hadiah', 'survei', 'ganti', 'ganti', 'jangan', 'terus', 'terus', 'coca', 'cola', 'sangat', 'bosan', 'pizza', 'hut', 'bulan', 'x', 'kemudian', 'tanya', 'survei', 'perlu', 'baik']"
okelah,['okelah'],oke,oke,['oke']
tidak memberikan promo pelanggan baru,"['tidak', 'memberikan', 'promo', 'pelanggan', 'baru']",tidak beri promo langgan baru,beri promo langgan baru,"['beri', 'promo', 'langgan', 'baru']"
kenapa tidak pernah bisa registrasi ya padahal password sudah di bikin sesuai ketentuan aneh capai  sekali  pakai  akun google yang  beda pun tetap  sama ujungnya,"['kenapa', 'tidak', 'pernah', 'bisa', 'registrasi', 'ya', 'padahal', 'password', 'sudah', 'di', 'bikin', 'sesuai', 'ketentuan', 'aneh', 'capai', 'sekali', 'pakai', 'akun', 'google', 'yang', 'beda', 'pun', 'tetap', 'sama', 'ujungnya']",kenapa tidak pernah bisa registrasi ya padahal password sudah di bikin sesuai tentu aneh capai sekali pakai akun google yang beda pun tetap sama ujung,pernah registrasi padahal password bikin sesuai aneh capai sekali pakai akun google beda tetap ujung,"['pernah', 'registrasi', 'padahal', 'password', 'bikin', 'sesuai', 'aneh', 'capai', 'sekali', 'pakai', 'akun', 'google', 'beda', 'tetap', 'ujung']"
bissmillah,['bissmillah'],bissmillah,bissmillah,['bissmillah']
good jobs,"['good', 'jobs']",good jobs,good jobs,"['good', 'jobs']"
bagus aplikasinya mudah dimengerti dan update maps nya,"['bagus', 'aplikasinya', 'mudah', 'dimengerti', 'dan', 'update', 'maps', 'nya']",bagus aplikasi mudah erti dan update maps nya,bagus aplikasi mudah erti update maps,"['bagus', 'aplikasi', 'mudah', 'erti', 'update', 'maps']"
pelayanan bagus,"['pelayanan', 'bagus']",layan bagus,layan bagus,"['layan', 'bagus']"
menu selalu oke,"['menu', 'selalu', 'oke']",menu selalu oke,menu selalu oke,"['menu', 'selalu', 'oke']"
banyak promo terus tingkatkan,"['banyak', 'promo', 'terus', 'tingkatkan']",banyak promo terus tingkat,banyak promo terus tingkat,"['banyak', 'promo', 'terus', 'tingkat']"
free pizza nya mantab,"['free', 'pizza', 'nya', 'mantab']",free pizza nya mantab,free pizza mantab,"['free', 'pizza', 'mantab']"
enak sekali ,"['enak', 'sekali']",enak sekali,enak sekali,"['enak', 'sekali']"
aplikasinya loading terus tidak bisa di buka bikin kesal  sudah di uninstall terus instal ulang lagi sama saja,"['aplikasinya', 'loading', 'terus', 'tidak', 'bisa', 'di', 'buka', 'bikin', 'kesal', 'sudah', 'di', 'uninstall', 'terus', 'instal', 'ulang', 'lagi', 'sama', 'saja']",aplikasi loading terus tidak bisa di buka bikin kesal sudah di uninstall terus instal ulang lagi sama saja,aplikasi loading terus buka bikin kesal uninstall terus instal ulang,"['aplikasi', 'loading', 'terus', 'buka', 'bikin', 'kesal', 'uninstall', 'terus', 'instal', 'ulang']"
promo tidak ada kesal ,"['promo', 'tidak', 'ada', 'kesal']",promo tidak ada kesal,promo kesal,"['promo', 'kesal']"
aplikasi nya sangat ramah sampai saya kasih bintang jam saya mau login tidak bisa sama sekali  tolong di perbaiki aplikasi nya,"['aplikasi', 'nya', 'sangat', 'ramah', 'sampai', 'saya', 'kasih', 'bintang', 'jam', 'saya', 'mau', 'login', 'tidak', 'bisa', 'sama', 'sekali', 'tolong', 'di', 'perbaiki', 'aplikasi', 'nya']",aplikasi nya sangat ramah sampai saya kasih bintang jam saya mau login tidak bisa sama sekali tolong di baik aplikasi nya,aplikasi sangat ramah kasih bintang jam mau login sekali baik aplikasi,"['aplikasi', 'sangat', 'ramah', 'kasih', 'bintang', 'jam', 'mau', 'login', 'sekali', 'baik', 'aplikasi']"
kesukaan ibu,"['kesukaan', 'ibu']",suka ibu,suka ibu,"['suka', 'ibu']"
simple and crisp,"['simple', 'and', 'crisp']",simple and crisp,simple and crisp,"['simple', 'and', 'crisp']"
jauh lebih murah pakai  aplikasi nya daripada beli di ojol seru dapat gratis  terus makasih pizza hut,"['jauh', 'lebih', 'murah', 'pakai', 'aplikasi', 'nya', 'daripada', 'beli', 'di', 'ojol', 'seru', 'dapat', 'gratis', 'terus', 'makasih', 'pizza', 'hut']",jauh lebih murah pakai aplikasi nya daripada beli di ojol seru dapat gratis terus makasih pizza hut,jauh lebih murah pakai aplikasi beli ojol seru gratis terus makasih pizza hut,"['jauh', 'lebih', 'murah', 'pakai', 'aplikasi', 'beli', 'ojol', 'seru', 'gratis', 'terus', 'makasih', 'pizza', 'hut']"
kasih dulu soalnya login otp nya tidak keluar terus,"['kasih', 'dulu', 'soalnya', 'login', 'otp', 'nya', 'tidak', 'keluar', 'terus']",kasih dulu soal login otp nya tidak keluar terus,kasih dulu soal login otp keluar terus,"['kasih', 'dulu', 'soal', 'login', 'otp', 'keluar', 'terus']"
login nya tidak pernah berhasil sampai sekarang tidak masuk,"['login', 'nya', 'tidak', 'pernah', 'berhasil', 'sampai', 'sekarang', 'tidak', 'masuk']",login nya tidak pernah hasil sampai sekarang tidak masuk,login pernah hasil sekarang masuk,"['login', 'pernah', 'hasil', 'sekarang', 'masuk']"
banyak bonus oke nya,"['banyak', 'bonus', 'oke', 'nya']",banyak bonus oke nya,banyak bonus oke,"['banyak', 'bonus', 'oke']"
perfect,['perfect'],perfect,perfect,['perfect']
senang pesanan via aplikasi ini mudah dan free delivery terimakasih pizza hut,"['senang', 'pesanan', 'via', 'aplikasi', 'ini', 'mudah', 'dan', 'free', 'delivery', 'terimakasih', 'pizza', 'hut']",senang pesan via aplikasi ini mudah dan free delivery terimakasih pizza hut,senang pesan via aplikasi mudah free delivery terimakasih pizza hut,"['senang', 'pesan', 'via', 'aplikasi', 'mudah', 'free', 'delivery', 'terimakasih', 'pizza', 'hut']"
pemesanan tidak ribet banyak promo cepat  prosesnya sampai pengantaran makanan tiba di rumah masih panas makanannya mantaps,"['pemesanan', 'tidak', 'ribet', 'banyak', 'promo', 'cepat', 'prosesnya', 'sampai', 'pengantaran', 'makanan', 'tiba', 'di', 'rumah', 'masih', 'panas', 'makanannya', 'mantaps']",mesan tidak ribet banyak promo cepat proses sampai antar makan tiba di rumah masih panas makan mantaps,mesan ribet banyak promo cepat proses antar makan tiba rumah panas makan mantaps,"['mesan', 'ribet', 'banyak', 'promo', 'cepat', 'proses', 'antar', 'makan', 'tiba', 'rumah', 'panas', 'makan', 'mantaps']"
solusi tepat disaat perut lapar,"['solusi', 'tepat', 'disaat', 'perut', 'lapar']",solusi tepat saat perut lapar,solusi tepat perut lapar,"['solusi', 'tepat', 'perut', 'lapar']"
thanks phd,"['thanks', 'phd']",thanks phd,thanks phd,"['thanks', 'phd']"
jadi mudah,"['jadi', 'mudah']",jadi mudah,mudah,['mudah']
aplikasinya ribetkaga bisa buat bayar gopaykelamaan loadingterus buat cancelnya juga ribet bgtmakin ke sini makin burukbukanya makin baik,"['aplikasinya', 'ribetkaga', 'bisa', 'buat', 'bayar', 'gopaykelamaan', 'loadingterus', 'buat', 'cancelnya', 'juga', 'ribet', 'bgtmakin', 'ke', 'sini', 'makin', 'burukbukanya', 'makin', 'baik']",aplikasi ribetkaga bisa buat bayar gopaykelamaan loadingterus buat cancelnya juga ribet bgtmakin ke sini makin burukbukanya makin baik,aplikasi ribetkaga bayar gopaykelamaan loadingterus cancelnya ribet bgtmakin sini makin burukbukanya makin baik,"['aplikasi', 'ribetkaga', 'bayar', 'gopaykelamaan', 'loadingterus', 'cancelnya', 'ribet', 'bgtmakin', 'sini', 'makin', 'burukbukanya', 'makin', 'baik']"
pengantaran cepat masih hangat,"['pengantaran', 'cepat', 'masih', 'hangat']",antar cepat masih hangat,antar cepat hangat,"['antar', 'cepat', 'hangat']"
nice aplikasi thanks,"['nice', 'aplikasi', 'thanks']",nice aplikasi thanks,nice aplikasi thanks,"['nice', 'aplikasi', 'thanks']"
sewaktu mau delivery selalu ada tulisan oo pss wilayahmu belum terdeteksi delivery payah,"['sewaktu', 'mau', 'delivery', 'selalu', 'ada', 'tulisan', 'oo', 'pss', 'wilayahmu', 'belum', 'terdeteksi', 'delivery', 'payah']",waktu mau delivery selalu ada tulis oo pss wilayah belum deteksi delivery payah,waktu mau delivery selalu tulis oo pss wilayah deteksi delivery payah,"['waktu', 'mau', 'delivery', 'selalu', 'tulis', 'oo', 'pss', 'wilayah', 'deteksi', 'delivery', 'payah']"
makanan favorit sepanjang masa mantap lezat dan nikmat enak buat bersama atau sendiri apalagi kalau  pas ada promo penjualan lalu penukaran point juga lumayan bisa buat cemilan di rumah sambil santai tidak kosong sambil santai menonton tv lebih asyik pokoknya mantap deh makanan favorit sepanjang masa mantap lezat dan nikmat enak buat bersama atau sendiri apalagi kalau  pas ada promo penjualan lalu penukaran point juga lumayan bisa buat cemilan di rumah sambil santai atau sambil jalan,"['makanan', 'favorit', 'sepanjang', 'masa', 'mantap', 'lezat', 'dan', 'nikmat', 'enak', 'buat', 'bersama', 'atau', 'sendiri', 'apalagi', 'kalau', 'pas', 'ada', 'promo', 'penjualan', 'lalu', 'penukaran', 'point', 'juga', 'lumayan', 'bisa', 'buat', 'cemilan', 'di', 'rumah', 'sambil', 'santai', 'tidak', 'kosong', 'sambil', 'santai', 'menonton', 'tv', 'lebih', 'asyik', 'pokoknya', 'mantap', 'deh', 'makanan', 'favorit', 'sepanjang', 'masa', 'mantap', 'lezat', 'dan', 'nikmat', 'enak', 'buat', 'bersama', 'atau', 'sendiri', 'apalagi', 'kalau', 'pas', 'ada', 'promo', 'penjualan', 'lalu', 'penukaran', 'point', 'juga', 'lumayan', 'bisa', 'buat', 'cemilan', 'di', 'rumah', 'sambil', 'santai', 'atau', 'sambil', 'jalan']",makan favorit panjang masa mantap lezat dan nikmat enak buat sama atau sendiri apalagi kalau pas ada promo jual lalu tukar point juga lumayan bisa buat cemilan di rumah sambil santai tidak kosong sambil santai tonton tv lebih asyik pokok mantap deh makan favorit panjang masa mantap lezat dan nikmat enak buat sama atau sendiri apalagi kalau pas ada promo jual lalu tukar point juga lumayan bisa buat cemilan di rumah sambil santai atau sambil jalan,makan favorit panjang masa mantap lezat nikmat enak sendiri pas promo jual lalu tukar point lumayan cemilan rumah santai kosong santai tonton tv lebih asyik pokok mantap makan favorit panjang masa mantap lezat nikmat enak sendiri pas promo jual lalu tukar point lumayan cemilan rumah santai jalan,"['makan', 'favorit', 'panjang', 'masa', 'mantap', 'lezat', 'nikmat', 'enak', 'sendiri', 'pas', 'promo', 'jual', 'lalu', 'tukar', 'point', 'lumayan', 'cemilan', 'rumah', 'santai', 'kosong', 'santai', 'tonton', 'tv', 'lebih', 'asyik', 'pokok', 'mantap', 'makan', 'favorit', 'panjang', 'masa', 'mantap', 'lezat', 'nikmat', 'enak', 'sendiri', 'pas', 'promo', 'jual', 'lalu', 'tukar', 'point', 'lumayan', 'cemilan', 'rumah', 'santai', 'jalan']"
